metric_candidate_id,source_evidence_id,source_name,source_type,entity_type,entity_id,segment_id,company_id,stock_code,metric_name,metric_category,period,period_type,value,unit,currency,original_value_text,original_unit_text,table_id,page_no_or_section,calculation_method,is_estimate,is_reported,confidence,review_status,promote_to_metric_id,created_at,notes
metric_income_002837_20251231_total_revenue_a5f88b86,ev_structured_financial_data_002837_20260701_1b506c,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20251231,unknown,3520000000,CNY,,3520000000,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=1b506c247e3aa357af31eafab227d5ae2ede305cb7ccfce031b46b914918b5be; not business exposure evidence.
metric_daily_basic_002837_20260701_ps_ttm_a7471c1a,ev_structured_market_data_002837_20260701_daa823,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,ps_ttm,daily_basic,20260701,unknown,6.7,CNY,,6.7,CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:44Z,Metric-only candidate generated from structured snapshot; api_params_hash=daa823de68d9ebf49ad71d55601f5237d8cf3333c6c919b650b85ba0673405cd; not business exposure evidence.
metric_daily_basic_002837_20260701_turnover_rate_92ba0db2,ev_structured_market_data_002837_20260701_daa823,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,turnover_rate,daily_basic,20260701,unknown,2.35,CNY,,2.35,CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:44Z,Metric-only candidate generated from structured snapshot; api_params_hash=daa823de68d9ebf49ad71d55601f5237d8cf3333c6c919b650b85ba0673405cd; not business exposure evidence.
metric_daily_basic_002837_20260701_volume_df96545d,ev_structured_market_data_002837_20260701_daa823,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,daily_basic,20260701,unknown,18500000,CNY,,18500000,CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:44Z,Metric-only candidate generated from structured snapshot; api_params_hash=daa823de68d9ebf49ad71d55601f5237d8cf3333c6c919b650b85ba0673405cd; not business exposure evidence.
metric_daily_basic_002837_20260701_amount_1a2ecdb3,ev_structured_market_data_002837_20260701_daa823,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,daily_basic,20260701,unknown,601250000,CNY,,601250000,CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:44Z,Metric-only candidate generated from structured snapshot; api_params_hash=daa823de68d9ebf49ad71d55601f5237d8cf3333c6c919b650b85ba0673405cd; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_date_ab4aa908,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260618,unknown,20260618,CNY,,20260618,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_open_b4b31b1d,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260618,unknown,29.10,CNY,,29.10,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_high_a712a234,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260618,unknown,29.80,CNY,,29.80,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_low_57775215,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260618,unknown,28.90,CNY,,28.90,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_close_01b05700,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260618,unknown,29.50,CNY,,29.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_volume_3c613163,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260618,unknown,12000000,CNY,,12000000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260618_amount_68d15340,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260618,unknown,354000000,CNY,,354000000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_date_ae843fa0,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260619,unknown,20260619,CNY,,20260619,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_open_4d93cd5a,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260619,unknown,29.50,CNY,,29.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_high_fa7baff9,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260619,unknown,30.20,CNY,,30.20,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_low_f7991e3d,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260619,unknown,29.30,CNY,,29.30,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_close_3810d9d9,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260619,unknown,30.00,CNY,,30.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_volume_6ee7ebb8,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260619,unknown,12600000,CNY,,12600000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260619_amount_5a79c164,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260619,unknown,378000000,CNY,,378000000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_date_35473723,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260622,unknown,20260622,CNY,,20260622,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_open_1542941a,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260622,unknown,30.00,CNY,,30.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_high_967b7f46,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260622,unknown,30.60,CNY,,30.60,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_low_9262309f,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260622,unknown,29.70,CNY,,29.70,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_close_b9e03939,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260622,unknown,30.40,CNY,,30.40,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_volume_a61fe03c,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260622,unknown,13200000,CNY,,13200000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260622_amount_1116ce72,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260622,unknown,401280000,CNY,,401280000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_date_2a9c8f7f,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260623,unknown,20260623,CNY,,20260623,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_open_800155c0,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260623,unknown,30.40,CNY,,30.40,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_high_7dd7ce20,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260623,unknown,31.10,CNY,,31.10,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_low_1478b171,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260623,unknown,30.00,CNY,,30.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_close_33c74972,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260623,unknown,30.90,CNY,,30.90,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_volume_d003e670,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260623,unknown,14000000,CNY,,14000000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260623_amount_66f47996,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260623,unknown,432600000,CNY,,432600000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_date_2f287db2,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260624,unknown,20260624,CNY,,20260624,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
